testTypeId,questionText,optionA,optionB,optionC,optionD,correctAnswer,explanation,cefrLevel,difficulty,testSetId,conversation,article,audioUrl,transcript
listening,A man is telling his friend about a book on the US presidents. What does he now want to learn more about?,who their wives were,what their early lives were like,what they did when they were president,which presidents had interesting hobbies,B,ผู้ชายบอกว่าหนังสือไม่ได้พูดถึงวัยเด็กของประธานาธิบดีแบบที่ผู้หญิงถาม แต่เขาอยากศึกษาเพิ่มเติมเกี่ยวกับเรื่องนี้ (วัยเด็ก หรือ early lives),A2,medium,34,,,/audio/Q11.mp3,"M: This book about the presidents in the United States has some interesting information about their marriages and their hobbies.\nF: Really? Is that what it's mainly about, facts like that?\nM: No. Actually it's mostly about their decisions as presidents. That's the focus.\nF: Does it tell you about their childhoods? You know, like how they were brought up?\nM: No, it doesn't, but I'd really like to find out more about that.\nF: Sounds like a good read. Can I borrow it when you're done?"
listening,A man and a woman are talking at work. The woman is late because ...,the bus was late.,there was a lot of traffic.,her car has broken down.,the taxis were too expensive.,C,"ผู้หญิงมาสายเพราะว่ารถยนต์ของเธอสตาร์ทไม่ติด (""the car would not start"") จึงต้องนั่งแท็กซี่มา",A2,medium,34,,,/audio/Q12.mp3,"F: Morning George, sorry I'm late.\nM: Traffic?\nF: No, the car wouldn't start so I took a taxi.\nM: That can't have been cheap.\nF: It wasn't, but the buses are never on time."
listening,A man and a woman are talking about moving. The woman is going to ...,Spain.,Japan.,Canada.,England.,B,ผู้ชายถามว่าเธอจะย้ายไปญี่ปุ่น (Japan) เร็วๆ นี้ใช่ไหม และผู้หญิงก็ตอบยืนยัน,A2,medium,34,,,/audio/Q13.mp3,"M: I heard you're moving to Japan soon.\nF: Yes, we're going there for my husband's job, but I'll miss living in England.\nM: Are you originally from Japan?\nF: No, my husband's from Canada and I'm from Spain."
listening,A woman is talking about a new shopping centre. She says ...,it isn't very big.,the shops are cheap.,there aren't many shops.,there are nice places to eat.,D,ผู้หญิงบอกว่าที่ศูนย์การค้ามีคาเฟ่ดีๆ และอาหารอร่อย แถมราคาค่อนข้างถูก จึงเป็นสถานที่ทานอาหารที่ดี,A2,medium,34,,,/audio/Q14.mp3,"F: I went to that new shopping centre last week. You know the one, on London Road?\nM: Oh, did you like it?\nF: Yeah, it's not bad. I expected it to be quite small, but it's not.\nM: And the shops?\nF: There are a lot, but most of them are a bit expensive for me.\nM: What did you like the best?\nF: There are some great cafes. We had lunch in one of them.\nM: Yeah?\nF: The food was lovely, and it was quite cheap.\nM: It sounds nice. Maybe I'll go there next weekend.\nF: What's it called?\nM: 'Franco's', I think. It's on the second floor."
listening,A man is leaving a phone message about two apartments for rent. The apartment with a great view also ...,is located downtown.,is on a quiet street.,is close to a park.,has a pool.,D,อพาร์ตเมนต์แรกที่ผู้ชายพูดถึงมีวิวสวยงาม (amazing view) และมีสระว่ายน้ำใหญ่ (big pool) อยู่หน้าตึกด้วย,A2,medium,34,,,/audio/Q15.mp3,"M: Hello, Mr. Kent. I'm getting back to you about available apartments. Let me tell you about two excellent possibilities. First, we have an apartment in the town center, right by the river. It has one bedroom, a living room, a kitchen, and one full bathroom. Of course, it has an amazing view! And even more, it has a big pool in front of the building! It's perfect for young professionals who love the fast speed and energy of city life. Another possibility is something larger. It's great for a couple, especially if you sometimes have guests staying overnight. It has two bedrooms, two bathrooms, a living room and an open, sunny kitchen. It's on a quiet street in a nice residential area near the park. It's also near the bus station. Call me back when you get a chance."
listening,A woman is talking about her work. What does the woman say about her work?,She doesn't really find it interesting.,She sometimes loves it but also hates it.,She has enjoyed setting up her business.,She is happy to do as little work as possible.,C,ผู้หญิงบอกว่าในช่วง 8 ปีที่ผ่านมา เธอรู้สึกพึงพอใจกับการสร้างธุรกิจทำในสิ่งที่เธอชอบร่วมกับเพื่อน,A2,medium,34,,,/audio/Q16.mp3,"F: Many people have a love-hate relationship with their work but I'm lucky. During the past eight years, I've been able to create a business doing something that I find satisfying - and with people I like. Before that, I'd spent about three years after university just messing around doing jobs I wasn't interested in at all. Then I got together with my friend Jenny and we set up a website aimed at students who wanted to go and work in another country. At the moment, I'm working four days a week, which gives me a day off to do other things. People often complain to me about their jobs. It's natural to do that, I suppose. But I think work gives our daily lives meaning and structure. It puts us in contact with other people we can learn from and socialise with. It develops our skills - and it makes us feel that we're contributing to society in some way. Obviously, work is necessary for most of us financially. But emotionally we couldn't do without it either."
listening,A woman is applying for a job as a waitress. The restaurant is special to her because she ...,is friends with many of the customers.,wants to open a similar restaurant.,worked here many years ago.,has good memories of it.,D,ร้านอาหารนี้พิเศษสำหรับเธอเพราะเธอมีความทรงจำที่ดี (great memories) ในวัยเด็กเกี่ยวกับการมาจัดงานวันเกิดที่นี่,A2,medium,34,,,/audio/Q17.mp3,"F: I would like to work at this restaurant. I have worked in several other restaurants, so I have the experience that you need. I do more than just bring the customers food. Because I always talk to customers, many of them are now my friends. I love talking to people, but I am also a serious worker. This restaurant is very special to me. I started coming here when I was a little girl. I have some great memories of my birthday parties here and the delicious cake we ate. I would really love to work here. I am available to work during the day and at night, on any day of the week. I live close to here, so it's easy for me to come to work anytime. Here's my resume, and I hope to hear from you soon."
listening,A man and a woman are talking about moving. The woman is going to ...,Spain.,Japan.,Canada.,England.,A,ตอนแรกผู้หญิงตั้งใจจะไปญี่ปุ่นแต่งานถูกยกเลิก เธอจึงจะย้ายไปที่สเปน (Spain) แทนในเดือนหน้า,A2,medium,34,,,/audio/Q18.mp3,"M: I heard you're moving abroad soon! Are you going to Japan like you planned?\nF: I was hoping to, but the job offer there fell through.\nM: Oh, I'm sorry to hear that. So where are you heading? England?\nF: Actually, I got a great opportunity in Spain. I leave next month! Canada was my second choice, but I prefer the warm weather."
listening,Two friends are talking about the weekend. The woman is going to go ...,camping.,bike riding.,to the movies.,to the mountains.,A,ผู้หญิงปฏิเสธคำชวนไปดูหนัง เพราะเธอวางแผนที่จะไปตั้งแคมป์ (camping) กับครอบครัวไว้แล้ว,A2,medium,34,,,/audio/Q19.mp3,"M: Do you have any plans for the weekend? I was thinking of going to the movies.\nF: I'd love to join you, but I've already made plans to go camping with my family.\nM: That sounds fun. Are you going to the mountains?\nF: No, we're heading to a campsite near the lake. We might even go bike riding there."
listening,Two people are talking about work. What is the man trying to do?,advise the woman to ask for promotion,persuade the woman to find another job,warn the woman about the dangers of losing her job,find out some information about the woman's job,A,ผู้ชายแนะนำให้ผู้หญิงพูดกับผู้จัดการเพื่อขอเลื่อนตำแหน่ง (ask for a promotion) แทนที่จะหางานใหม่,A2,medium,35,,,/audio/Q20.mp3,"F: I'm feeling really frustrated at work lately. I do so much, but I don't get recognized.\nM: Have you thought about speaking to the manager? You really deserve to ask for a promotion.\nF: I don't know, I'm worried they might say no. Maybe I should just find another job.\nM: I wouldn't do that. Just tell them what you're worth. You won't lose your job for asking."
listening,Two friends are talking about how they get to work. They think the best way is ...,driving a car.,taking the bus.,taking the train.,riding a bicycle.,D,ผู้หญิงบอกว่าการปั่นจักรยาน (riding a bicycle) เป็นวิธีเดินทางที่ดีเพราะรวดเร็ว ฟรี และได้ออกกำลังกาย,A2,medium,35,,,/audio/Q21.mp3,"M: Getting to work is such a hassle these days. I tried taking the train, but it's always delayed.\nF: I know. I gave up driving my car because the traffic was making me crazy.\nM: I saw you getting off the bus yesterday. Is that better?\nF: It's okay, but honestly, riding a bicycle has completely changed my commute. It's fast, free, and I get some exercise!"
listening,A woman is talking to a man in a shop. The woman wants a tin of paint that is ...,bigger.,for outside use.,less expensive.,a different colour.,B,ผู้หญิงต้องการสีทาภายนอกสำหรับทารั้วสวน ที่สามารถทนฝนได้ (for outside use),A2,medium,35,,,/audio/Q22.mp3,"M: Hello, can I help you?\nF: Yes, I bought this paint here yesterday, but I need to exchange it.\nM: Usually people want a different colour, or maybe a bigger tin?\nF: Oh, the colour and size are fine. And the price was affordable. But I'm painting my garden fence, and this one is only for indoor painting. I need something that can handle the rain.\nM: Ah, I see. You need a tin for outside use."
listening,Two people are talking about going swimming. What is the problem with the swimming pool?,It's very expensive.,It's a long way away.,The water's too cold.,Too many people go there.,D,ผู้หญิงบอกว่าในวันหยุดสุดสัปดาห์คนอื่นก็คิดเหมือนกัน ทำให้คนไปสระว่ายน้ำเยอะมากจนแทบไม่มีที่,A2,medium,35,,,/audio/Q23.mp3,"M: We should go swimming this weekend. The weather's going to be so hot.\nF: That sounds nice, but I don't really want to go to the local pool.\nM: Why not? The water is perfectly warm, and it's not very expensive.\nF: I know, and it's only a short walk from my house. But on weekends, everybody else has the same idea. There's just no space to swim properly."
listening,A man and a woman are talking about the man's house. He lives with his ...,sister.,friends.,brother.,parents.,C,ผู้ชายบอกว่าในตอนแรกจะหาเพื่อนร่วมห้อง แต่น้องชาย/พี่ชาย (brother) ต้องการที่พัก จึงตัดสินใจอยู่ด้วยกัน,A2,medium,35,,,/audio/Q24.mp3,"F: I really like your new house! Did you move in recently?\nM: Thanks! Yes, just last month. It's bigger than my old place.\nF: That's great. Did you move in with your friends? I know you were looking for roommates.\nM: I was, but then my brother needed a place to stay, so we decided to share it instead. My parents will visit us next week."
listening,Two people are talking about an art exhibition. How does the woman feel?,She wants to leave now.,She's happy to be there.,She likes the red painting.,She dislikes all the paintings.,A,ผู้หญิงรู้สึกผิดหวังและเบื่อกับนิทรรศการ และบอกตามตรงว่าเธอแค่อยากจะกลับตอนนี้ (leave now),A2,medium,35,,,/audio/Q25.mp3,"M: So, what do you think of this art exhibition?\nF: Well, I was really excited about coming here today, but I'm quite disappointed.\nM: Really? Look at that big red painting over there. Isn't it wonderful?\nF: It's okay, I suppose. But most of the other paintings are dull. To be honest, I'm kind of bored and I'd really just like to leave now."
listening,A woman is phoning a shop about a table. What does the shop assistant ask her for?,her home address,her email address,her work telephone number,her home telephone number,D,พนักงานร้านค้าขอรับเบอร์โทรศัพท์บ้าน (home telephone number) ของเธอ เผื่อกรณีที่พนักงานส่งของต้องติดต่อ,A2,medium,35,,,/audio/Q26.mp3,"M: Good afternoon, Madam. You called about the dining table you ordered?\nF: Yes, I wanted to change the delivery date.\nM: Certainly. Before we proceed, I need to verify your details. I have your home address here on the system.\nF: Okay. Do you need my email address?\nM: Not right now. But I see the contact number we have is for your office. Could you please give me your home telephone number as well, in case the driver needs to reach you?"
listening,Two people are talking about changes in the restaurant where they work. What problem does the man have?,He is earning less money now.,He wants to cook different foods.,He is very tired from working hard.,He wants to know about new changes.,C,ผู้ชายบ่นว่าตอนนี้พอจบกะก็เหนื่อยล้ามากอยู่แล้ว (exhausted) ถ้าต้องทำงานหนักกว่าเดิมจากการที่ลูกค้ามากขึ้นคงจะรับไม่ไหว,A2,medium,35,,,/audio/Q27.mp3,"F: Have you heard about the new changes the manager is making to the restaurant?\nM: Yes, I read the notice. They're adding a whole new section to the menu.\nF: That's exciting! I guess it means the restaurant will be busier, so we might make more money from tips.\nM: True, but we'll be serving more customers every night. I'm already exhausted by the end of my shift. Working even harder is going to be really tough on me."
listening,Two people are talking about the man's life. What does his family talk about at dinner?,work,school,cooking,exercise,A,ผู้ชายเล่าว่าแม้แต่ตอนทานมื้อค่ำ ครอบครัวก็มักจะถามเรื่องงาน (work) ของเขาที่ออฟฟิศ,A2,medium,35,,,/audio/Q28.mp3,"F: Do you ever get a break from your work?\nM: It's difficult. Even when I go home and sit down for dinner with my family, my parents are always asking about my projects at the office.\nF: Oh dear. My family talks about school, or sometimes we discuss exercise and healthy cooking. We never mention our jobs.\nM: That sounds nice. I wish we could talk about anything else except what I do for a living."
listening,A woman is talking to a man about her recent holiday. Why did the woman decide to go on a cycling holiday?,She wanted a cheap holiday.,Her sister recommended it to her.,She thought it would help her get fit.,She was keen to try something different.,D,ผู้หญิงอยากไปเที่ยวแบบขี่จักรยานเพื่อหาประสบการณ์แปลกใหม่ (experience something totally new) จากเดิมที่เคยไปแต่ทะเล,A2,medium,35,,,/audio/Q29.mp3,"M: How was your holiday? Didn't you go on a cycling trip?\nF: Yes, I did! It was fantastic.\nM: What made you choose a cycling holiday? Was it to save money?\nF: Not really, it wasn't a cheap holiday. And my sister always recommended relaxing at the beach.\nM: Did you want to improve your fitness?\nF: Getting fit was a bonus, but honestly, I'd just been doing the same beach trips for years. I simply wanted to experience something totally new for a change."
listening,A man is telling an audience about his book. Why did he decide to become a writer?,He was not able to become a doctor.,He wanted to share his family's story.,His father had been a writer in America.,His brothers and sisters wrote beautiful letters.,A,ผู้ชายเคยอยากเป็นหมอ แต่ผลการเรียนวิชาวิทยาศาสตร์ไม่ดีพอเรียนแพทย์ได้ เขาจึงเริ่มเขียนหนังสือจนยึดเป็นอาชีพ,A2,medium,35,,,/audio/Q30.mp3,"F: Please welcome the author of our new favorite book. Tell us, why did you decide to become a writer?\nM: Thank you. Well, growing up, my brothers and sisters were always the ones writing beautiful stories. I actually wanted to be a doctor.\nF: Really? What changed your mind?\nM: Sadly, my grades in science weren't good enough for medical school. So, I couldn't pursue that path. I started writing to pass the time instead, and that became my career."
listening,A woman is leaving a message on an answering machine. The woman asks her friend to ...,arrange a doctor's appointment.,get some work from the teacher.,tell the college why she is absent.,buy some food and other basic things.,C,ผู้หญิงฝากให้เพื่อนช่วยบอกอาจารย์ให้ทราบถึงเหตุผลที่เธอไม่สามารถไปเรียนได้วันนี้ (tell the college why she is absent),A2,medium,35,,,/audio/Q31.mp3,"F: Hi, it's me. I'm really sorry to ask, but I won't be able to make it to college today. I'm feeling quite unwell and I have a doctor's appointment this afternoon. Could you do me a huge favor and speak to our tutor? Just let them know my situation and the reason I won't be in class today."
listening,A woman is talking about a television programme. Africa was difficult for Brian Williams because ...,he was alone.,it was very hot.,it was very sad.,he was there a long time.,C,ผู้หญิงบอกว่าการไปแอฟริกาเป็นเรื่องยากสำหรับเขา เพราะเป็นเรื่องที่น่าเศร้ามาก (very sad) ที่สัตว์ป่าสูญเสียที่อยู่อาศัย,A2,medium,35,,,/audio/Q32.mp3,"M: Did you see that documentary about Brian Williams on television last night?\nF: Yes, I did. His trip to Africa looked incredible. But it seemed really hard for him.\nM: I know. Was it because he had to stay there for such a long time?\nF: Actually, he enjoys the hot weather and long trips. But it was just so sad for him to see all those wild animals losing their habitats. It really affected him emotionally."
listening,"A woman is leaving a phone message. This weekend, the woman wants to ...",see a movie.,stay at home.,finish a project.,go to the beach.,D,ผู้หญิงชวนเพื่อนไปเที่ยวทะเล (beach) ในช่วงสุดสัปดาห์นี้เพราะอากาศน่าจะดีมาก,A2,medium,35,,,/audio/Q33.mp3,"F: Hey, Sue, it's Jane calling. I was hoping to talk to you about this weekend, but I guess you're not home tonight. I had told you I wasn't sure about the weekend because of the work project I needed to finish, but I was able to finish it up early. I thought of just staying home after all the work, or going to a movie, but now I don't know. I feel great about finishing my project, so let's plan something fun. The weather is supposed to be really nice, so how about a trip to the beach?"
listening,A woman is talking about the influence her mother had on her. How did the woman's mother feel about the family business?,She was scrupulously honest when dealing with customers.,She realised that business always had to come before pleasure.,She insisted that customers were served as efficiently as possible.,She was aware of how important it was to build relationships with customers.,C,แม่ของเธอเชื่อมั่นในการให้บริการลูกค้าอย่างรวดเร็วและมีประสิทธิภาพมากที่สุดเท่าที่จะเป็นไปได้ โดยไม่ได้เน้นการพูดคุย,A2,medium,35,,,/audio/Q34.mp3,"M: Did you learn a lot from your mother when you helped out at the family shop?\nF: Absolutely. She ran the business completely on her own, and she was very focused.\nM: I suppose she worked hard to keep customers happy so they'd return?\nF: Actually, she didn't spend much time chatting or trying to build relationships with regulars. Her main priority was making sure everything moved quickly without any delays. She firmly believed in serving every customer as swiftly and efficiently as possible."
listening,A travel agent is talking about the attractions in a city. Which of the buildings is unattractive?,The Bay Hotel.,The Eagle Cinema.,The Waterton Tower.,The Hadden Leisure Centre.,A,เอเจนต์ท่องเที่ยวบรรยายว่า The Bay Hotel มองจากภายนอกดูเหมือนตึกคอนกรีตที่น่าเกลียดและไม่น่าดู (unattractive),A2,medium,35,,,/audio/Q35.mp3,"M: Let's talk about the sights in our wonderful city. If you love modern architecture, The Waterton Tower is fantastic, and The Eagle Cinema is a beautifully designed historic building. Now, The Bay Hotel provides excellent service, but honestly, looking from the outside, it is a very ugly concrete block. It is definitely not pleasing to the eye. The Hadden Leisure Centre, on the other hand, looks quite impressive."
listening,A reporter is talking about cultural events in the city. What does he say about the art exhibit?,Tickets for the exhibit are free of charge.,More than one artist is shown at the exhibit.,It's the largest exhibit the museum has had.,You can save money at the cafe when you buy a ticket.,B,นิทรรศการนี้พิเศษตรงที่รวบรวมผลงานจากศิลปินกว่า 50 คนทั่วโลก ซึ่งแปลว่าจัดแสดงผลงานของศิลปินหลายคน (more than one artist),A2,medium,35,,,/audio/Q36.mp3,"M: Welcome to the city's cultural update. This weekend, the National Museum is opening a fantastic new art exhibit. Now, I should mention it's not their biggest exhibit ever, and the tickets aren't free unfortunately. However, you do get a discount on coffee at the cafe! But what makes this really special is that instead of focusing on a single painter, the exhibit features works from more than fifty different artists from around the world."
listening,A woman is leaving a telephone message for her son. What does she say about his plans after graduation?,He should find a job first and then travel.,He should discuss his plans with his father.,He should take some time off to travel now.,He should wait awhile and then look for a job.,C,ผู้เป็นแม่แนะนำลูกชายว่าควรหยุดพักผ่อนและออกเดินทางท่องเที่ยว (take some time off to travel now) หาสิ่งใหม่ๆ ก่อนไปหางานทำ,A2,medium,35,,,/audio/Q37.mp3,"F: Hi sweetie, it's Mom. I know you're busy graduating this week, but your father and I were discussing your future plans. I know your father thinks you should travel the world... and you've mentioned wanting to find a job right away. But honestly, I think it would be best if you just take a break for a few months, travel, and experience new things before you start sending out resumes."
